Search term,Cost,Total conv. value,Conversions,Clicks,Impressions,Conv. value / cost,CTR,Avg. CPC,Avg. position,Cost / conv.,Conv. rate,View-through conv.
coaxial cable rg6,4.91,0,0,18,412,0,0.04,0.27,0,0,0,0
coaxial cable rg6 1000ft for sale,0.36,0,0,1,1,0,1,0.36,0,0,0,0
coaxial cable roll,1.48,0,0,7,55,0,0.13,0.21,0,0,0,0
coaxial cable roll for sale,0.41,0,0,1,1,0,1,0.41,0,0,0,0
coaxial cable roll under feet,0.42,0,0,1,2,0,0.5,0.42,0,0,0,0
coaxial cable sale,0.5,0,0,1,2,0,0.5,0.5,0,0,0,0
coaxial cable spool,0.43,0,0,1,9,0,0.11,0.43,0,0,0,0
coaxial cable spool,1.91,0,0,6,56,0,0.11,0.32,0,0,0,0
coaxial cable spool,1.71,0,0,6,99,0,0.06,0.28,0,0,0,0
coaxial cable spool,0.14,0,0,1,35,0,0.03,0.14,0,0,0,0
coaxial cable spool,4.14,0,0,14,161,0,0.09,0.3,0,0,0,0
coaxial cable spools,0.49,0,0,1,1,0,1,0.49,0,0,0,0
coaxial cable spools,0.42,0,0,1,2,0,0.5,0.42,0,0,0,0
coaxial cable toner tracer,0.5,0,0,1,1,0,1,0.5,0,0,0,0
coaxial cable toners,0.5,0,0,1,1,0,1,0.5,0,0,0,0
coaxial cable tracer,0.54,0,0,1,13,0,0.08,0.54,0,0,0,0
coaxial cable with cat6,0.18,0,0,1,1,0,1,0.18,0,0,0,0
coaxial cable with ground,1.42,0,0,4,34,0,0.12,0.36,0,0,0,0
coaxial cable with ground wire,1.62,0,0,4,38,0,0.11,0.4,0,0,0,0
coaxial cable with messenger,0.17,0,0,1,5,0,0.2,0.17,0,0,0,0
coaxial cables,1.08,0,0,3,71,0,0.04,0.36,0,0,0,0
coaxial cble price,0.48,0,0,1,1,0,1,0.48,0,0,0,0
coaxial speaker wire,0.48,0,0,1,8,0,0.13,0.48,0,0,0,0
coaxial video cable,1.22,0,0,3,51,0,0.06,0.41,0,0,0,0
coaxial wire,1.17,0,0,3,50,0,0.06,0.39,0,0,0,0
coaxial wire,0.19,0,0,1,6,0,0.17,0.19,0,0,0,0
coaxial wire 500,0.47,0,0,1,1,0,1,0.47,0,0,0,0
coaxil for tv direct burial,0.26,0,0,1,2,0,0.5,0.26,0,0,0,0
combination cat 6 and rg6,0.05,0,0,1,1,0,1,0.05,0,0,0,0
combo cable cat6 rg6,0.19,0,0,2,2,0,1,0.1,0,0,0,0
comm rg6 cable,0.48,0,0,1,1,0,1,0.48,0,0,0,0
commscope cat6 bulk cable bundle,0.48,0,0,1,1,0,1,0.48,0,0,0,0
conductire speaker wire,0.62,0,0,1,1,0,1,0.62,0,0,0,0
conductive wires,0.2,0,0,1,2,0,0.5,0.2,0,0,0,0
conductor speaker wire,0.58,0,0,1,1,0,1,0.58,0,0,0,0
copper audio cable,0.58,0,0,1,4,0,0.25,0.58,0,0,0,0
copper audio cables,0.32,0,0,1,1,0,1,0.32,0,0,0,0
copper audiowire,0.12,0,0,1,1,0,1,0.12,0,0,0,0
copper cat6a cable,0.46,0,0,1,1,0,1,0.46,0,0,0,0
copper coax spool,0.5,0,0,1,1,0,1,0.5,0,0,0,0
copper conductor rg6 cable,0.47,0,0,1,2,0,0.5,0.47,0,0,0,0
copper cord speakers,0.24,0,0,1,1,0,1,0.24,0,0,0,0
copper ethernet cable 250 ft,0.21,0,0,1,1,0,1,0.21,0,0,0,0
copper rg6 cable,0.32,0,0,1,1,0,1,0.32,0,0,0,0
copper rg6 cable in longview tx,0.26,0,0,1,1,0,1,0.26,0,0,0,0
copper rg6 cable in longview tx,0.05,0,0,1,1,0,1,0.05,0,0,0,0
copper speaker wire,5.38,0,0,11,239,0,0.05,0.49,0,0,0,0
copper speaker wire 14 gauge,0.77,0,0,2,7,0,0.29,0.38,0,0,0,0
copper wire for speakers,0.47,0,0,1,8,0,0.13,0.47,0,0,0,0
copper wire speaker,0.49,0,0,1,4,0,0.25,0.49,0,0,0,0
copper wire stereo speakers,0.94,0,0,2,1,0,2,0.47,0,0,0,0
copper wires for sale,0.6,0,0,1,2,0,0.5,0.6,0,0,0,0
cost of cable wire by 1000 foot spool,0.32,0,0,1,1,0,1,0.32,0,0,0,0
cost of rg59 cable 500 ft roll,0.24,0,0,1,1,0,1,0.24,0,0,0,0
cost of rg6 cable,0.08,0,0,2,1,0,2,0.04,0,0,0,0
cost of roll of cable coaxial cable rg6,0.13,0,0,1,1,0,1,0.13,0,0,0,0
coxial cable rg6,0.14,0,0,1,1,0,1,0.14,0,0,0,0
data cable 1000ft box,0.44,0,0,1,5,0,0.2,0.44,0,0,0,0
direct barial coax 500,0.45,0,0,1,2,0,0.5,0.45,0,0,0,0
direct burial cable,1.94,0,0,4,500,0,0.01,0.48,0,0,0,0
direct burial cable coax,0.45,0,0,1,1,0,1,0.45,0,0,0,0
direct burial cable for cctv,0.3,0,0,1,1,0,1,0.3,0,0,0,0
direct burial cat5 cable dual jacket,1.12,0,0,3,3,0,1,0.37,0,0,0,0
direct burial cat5 cable dual jacket,0.22,0,0,1,3,0,0.33,0.22,0,0,0,0
direct burial cctv,0.17,0,0,1,1,0,1,0.17,0,0,0,0
direct burial cctv cable,0.42,79.09,1,1,7,188.32,0.14,0.42,0,0.42,1,0
direct burial coax,1.46,0,0,3,77,0,0.04,0.49,0,0,0,0
direct burial coax cable,1.25,0,0,3,72,0,0.04,0.42,0,0,0,0
direct burial coaxial cable,1.48,0,0,3,49,0,0.06,0.49,0,0,0,0
direct burial communication cable,0.49,0,0,1,1,0,1,0.49,0,0,0,0
direct burial phone cable,0.49,0,0,1,22,0,0.05,0.49,0,0,0,0
direct burial phone wire,1.47,0,0,3,26,0,0.12,0.49,0,0,0,0
direct burial rg 59 u cable,0.34,100.6,1,1,1,295.88,1,0.34,0,0.34,1,0
direct burial rg59,2.87,236.62,3,9,34,92.79,0.26,0.32,0,0.85,0.38,0
direct burial rg59 cable,0.32,0,0,1,2,0,0.5,0.32,0,0,0,0
direct burial rg6,1.11,0,0,2,2,0,1,0.56,0,0,0,0
direct burial rg6 coaxial cable,0.44,0,0,1,4,0,0.25,0.44,0,0,0,0
direct buried rg59 cable,0.35,40.78,1,1,1,116.52,1,0.35,0,0.35,1,0
direct bury bg59 cable,0.43,0,0,1,3,0,0.33,0.43,0,0,0,0
direct bury coax cable,0.43,0,0,1,36,0,0.03,0.43,0,0,0,0
direct bury coaxial cable,0.85,0,0,2,40,0,0.05,0.42,0,0,0,0
direct bury rg59,0.66,0,0,3,5,0,0.6,0.22,0,0,0,0
direct bury rg6,0.49,0,0,1,6,0,0.17,0.49,0,0,0,0
direct tv cable wire,1.13,0,0,3,48,0,0.06,0.38,0,0,0,0
direct tv cable wire,0.41,0,0,1,6,0,0.17,0.41,0,0,0,0
direct tv cable wire for sale,0.58,0,0,1,1,0,1,0.58,0,0,0,0
direct tv coaxial cable 1000 ft,0.48,0,0,1,1,0,1,0.48,0,0,0,0
direct tv wire,0.62,0,0,1,11,0,0.09,0.62,0,0,0,0
directv approved coax,0.41,0,0,1,5,0,0.2,0.41,0,0,0,0
directv approved coax cable,0.47,0,0,1,25,0,0.04,0.47,0,0,0,0
directv cable wire,0.36,0,0,1,12,0,0.08,0.36,0,0,0,0
directv cables,0.49,0,0,1,15,0,0.07,0.49,0,0,0,0
directv coax,0.49,0,0,1,12,0,0.08,0.49,0,0,0,0
directv coax cable,0.88,0,0,3,62,0,0.05,0.29,0,0,0,0
directv coax with ground,0.49,0,0,1,1,0,1,0.49,0,0,0,0
directv rg6 cable,0.49,0,0,1,9,0,0.11,0.49,0,0,0,0
directv underground cable,0.32,0,0,1,5,0,0.2,0.32,0,0,0,0
directv wire,0.37,0,0,1,10,0,0.1,0.37,0,0,0,0
directv wire,0.44,0,0,1,1,0,1,0.44,0,0,0,0
discount directv coax cable forsale,0.46,0,0,1,2,0,0.5,0.46,0,0,0,0
dish approved rg6 cable,0.42,0,0,1,8,0,0.13,0.42,0,0,0,0
dish tv cable wire price,0.29,0,0,1,3,0,0.33,0.29,0,0,0,0
do they make exterior grade cat6 wire,0.28,0,0,1,2,0,0.5,0.28,0,0,0,0
double coaxial cable,0.5,0,0,1,15,0,0.07,0.5,0,0,0,0
double coaxial cable,0.48,0,0,1,8,0,0.13,0.48,0,0,0,0
double jacked cat5e cable,0.37,0,0,1,1,0,1,0.37,0,0,0,0
double shielded rg59,0.05,0,0,1,1,0,1,0.05,0,0,0,0
doubling speaker wire,0.13,0,0,1,5,0,0.2,0.13,0,0,0,0
dual cable roll 1000,0.11,0,0,1,2,0,0.5,0.11,0,0,0,0
dual coaxial cable,0.49,0,0,1,1,0,1,0.49,0,0,0,0
dual shield coax cable,0.43,0,0,1,1,0,1,0.43,0,0,0,0
dual surveillance cable,0.44,0,0,1,1,0,1,0.44,0,0,0,0
easy cable pulls cat cat5 cable,0.31,0,0,1,1,0,1,0.31,0,0,0,0
ebay cat5e,0.43,0,0,1,1,0,1,0.43,0,0,0,0
electric current toner,0.39,0,0,1,1,0,1,0.39,0,0,0,0
electric line tracer,0.46,0,0,1,4,0,0.25,0.46,0,0,0,0
electric toner,1.71,0,0,4,31,0,0.13,0.43,0,0,0,0
electric wire finder tracker tester,0.51,0,0,1,1,0,1,0.51,0,0,0,0
electric wire tracer,0.88,0,0,2,16,0,0.13,0.44,0,0,0,0
electrical circuit tracer,0.83,0,0,2,51,0,0.04,0.42,0,0,0,0
electrical line tracer lowes,0.29,0,0,1,1,0,1,0.29,0,0,0,0
electrical toner,2.36,0,0,6,76,0,0.08,0.39,0,0,0,0
electrical tracer,1.04,0,0,2,29,0,0.07,0.52,0,0,0,0
electrical wire tracer,4.1,0,0,10,134,0,0.07,0.41,0,0,0,0
electrical wire tracing,0.38,0,0,1,2,0,0.5,0.38,0,0,0,0
ether net cable roll,0.34,0,0,1,2,0,0.5,0.34,0,0,0,0
ethernet cable,0.5,0,0,1,17,0,0.06,0.5,0,0,0,0
ethernet cable 1000 ft,0.61,0,0,1,14,0,0.07,0.61,0,0,0,0
ethernet cable 500 feet,0.49,0,0,1,1,0,1,0.49,0,0,0,0
ethernet cable 500ft,0.32,0,0,1,5,0,0.2,0.32,0,0,0,0
ethernet cable box,2.34,13.43,1,5,87,5.74,0.06,0.47,0,2.34,0.2,0
ethernet cable bulk,1.01,0,0,2,34,0,0.06,0.5,0,0,0,0
ethernet cable bulk 250ft,0.48,0,0,1,3,0,0.33,0.48,0,0,0,0
ethernet cable in bulk,0.25,0,0,1,6,0,0.17,0.25,0,0,0,0
ethernet cable kit,1.35,0,0,3,59,0,0.05,0.45,0,0,0,0
ethernet cable roll,0.55,0,0,1,4,0,0.25,0.55,0,0,0,0
ethernet cable solid cmx,0.35,0,0,1,1,0,1,0.35,0,0,0,0
ethernet cable spool,1.81,0,0,5,40,0,0.13,0.36,0,0,0,0
ethernet cable spools,0.58,0,0,1,1,0,1,0.58,0,0,0,0
ethernet cable tool kit,0.01,0,0,1,6,0,0.17,0.01,0,0,0,0
ethernet cat6 spool purerun,0.01,0,0,1,1,0,1,0.01,0,0,0,0
ethernet crimp tool kit,0.5,0,0,1,1,0,1,0.5,0,0,0,0
ethernet crimper,0.47,0,0,1,36,0,0.03,0.47,0,0,0,0
ethernet kit,1.66,0,0,4,53,0,0.08,0.42,0,0,0,0
ethernet probe,0.45,0,0,1,7,0,0.14,0.45,0,0,0,0
ethernet spool,2,0,0,5,20,0,0.25,0.4,0,0,0,0
ethernet tone generator,0.55,0,0,1,2,0,0.5,0.55,0,0,0,0
ethernet toner,0.76,0,0,2,43,0,0.05,0.38,0,0,0,0
ethernet wire,0.37,0,0,1,71,0,0.01,0.37,0,0,0,0
evay 1000ft coal cable,0.5,0,0,1,1,0,1,0.5,0,0,0,0
exterior coax rg6,0.16,0,0,1,2,0,0.5,0.16,0,0,0,0
exterior coaxial cable,0.44,0,0,1,2,0,0.5,0.44,0,0,0,0
exterior coaxial cable with ground,0.18,0,0,2,1,0,2,0.09,0,0,0,0
exterior rg6,0.44,0,0,1,3,0,0.33,0.44,0,0,0,0
external grade cat5e cable,0.4,0,0,1,2,0,0.5,0.4,0,0,0,0
fdirect burial coax,0.41,0,0,1,1,0,1,0.41,0,0,0,0
flat 14 gauge speaker wire,0.32,0,0,1,2,0,0.5,0.32,0,0,0,0
flexible rg59 siamese cable,0.18,0,0,1,1,0,1,0.18,0,0,0,0
fluke tone generator,0.53,0,0,1,15,0,0.07,0.53,0,0,0,0
free cat5e wire,1.2,0,0,2,1,0,2,0.6,0,0,0,0
g6 soild copper coaxial cable spool,0.46,0,0,1,3,0,0.33,0.46,0,0,0,0
gauge speaker wiire,0.36,0,0,1,1,0,1,0.36,0,0,0,0
going rate for rg6 cable wire,0.12,0,0,1,1,0,1,0.12,0,0,0,0
good cat 5 cable,0.42,0,0,1,1,0,1,0.42,0,0,0,0
good quality rg6 cable,0.44,0,0,1,2,0,0.5,0.44,0,0,0,0
good speaker wire,1.96,0,0,4,74,0,0.05,0.49,0,0,0,0
good speaker wires,0.41,0,0,1,6,0,0.17,0.41,0,0,0,0
gray cat5e cable,0.96,0,0,2,3,0,0.67,0.48,0,0,0,0
gray cmx cat5e uv rated outdoor cable,0.14,0,0,1,1,0,1,0.14,0,0,0,0
green cat 6a cable,0.39,0,0,1,1,0,1,0.39,0,0,0,0
green cat6 bulk,0.5,0,0,1,1,0,1,0.5,0,0,0,0
grey solid cat5e outdoor cable,0.26,0,0,1,1,0,1,0.26,0,0,0,0
grounded coaxial cable,0.33,0,0,1,11,0,0.09,0.33,0,0,0,0
hd tv antenna coax bulk,0.49,0,0,1,1,0,1,0.49,0,0,0,0
hdsdi bulk cable,0.24,0,0,1,1,0,1,0.24,0,0,0,0
heavy duty coaxial cable,0.97,0,0,2,3,0,0.67,0.48,0,0,0,0
heavy duty iphone cord,0.01,0,0,1,1,0,1,0.01,0,0,0,0
high end speaker wire,0.95,0,0,2,14,0,0.14,0.48,0,0,0,0
high potential cable for sale,0.21,0,0,1,2,0,0.5,0.21,0,0,0,0
high quality cable toner,0.48,0,0,1,1,0,1,0.48,0,0,0,0
high quality coax cable,0.91,0,0,2,42,0,0.05,0.46,0,0,0,0
high quality rg6,0.67,0,0,2,3,0,0.67,0.34,0,0,0,0
high quality rg6 coaxial cable,0.82,0,0,2,4,0,0.5,0.41,0,0,0,0
high quality speaker wire,0.44,0,0,1,38,0,0.03,0.44,0,0,0,0
high strand 14 gauge speaker wire,0.36,0,0,1,1,0,1,0.36,0,0,0,0
home depot cat 5e,0.77,0,0,2,13,0,0.15,0.38,0,0,0,0
home depot cat5 cable,0.45,0,0,1,7,0,0.14,0.45,0,0,0,0
home depot cat5e,0.43,0,0,1,44,0,0.02,0.43,0,0,0,0
home depot cat5e by the foot,0.1,0,0,1,2,0,0.5,0.1,0,0,0,0
home depot cat5e cable,0.99,0,0,2,33,0,0.06,0.5,0,0,0,0
hookup cable for solar panel,0.44,0,0,1,1,0,1,0.44,0,0,0,0
how many feet in a spool of coaxial cable,0.36,0,0,1,1,0,1,0.36,0,0,0,0
how many feet of coax cable spool,0.08,0,0,2,2,0,1,0.04,0,0,0,0
how many feet of coax cable spool,0.05,0,0,1,2,0,0.5,0.05,0,0,0,0
how many feet of coax cable spool,0.04,0,0,4,2,0,2,0.01,0,0,0,0
how many feet of coax come on a spindel,0.12,0,0,1,1,0,1,0.12,0,0,0,0
how much do a spoul of cable cost,0.43,0,0,1,1,0,1,0.43,0,0,0,0
how much does 1000ft of rg 6 cable cost,0.19,0,0,1,1,0,1,0.19,0,0,0,0
how much does a box of cat5 cost,0.03,0,0,1,1,0,1,0.03,0,0,0,0
how much does a roll of cable coax cost,0.44,0,0,1,4,0,0.25,0.44,0,0,0,0
how much does a roll of coaxial cable cost,0.45,0,0,1,2,0,0.5,0.45,0,0,0,0
how much does a roll of rg6 coax cable cost,0.36,0,0,1,1,0,1,0.36,0,0,0,0
how much does a spool of coaxial cable cost,0.34,0,0,1,3,0,0.33,0.34,0,0,0,0
how much does it cost for 1000 feet of coax cable with messenger,0.11,0,0,1,1,0,1,0.11,0,0,0,0
how much does it cost for a roll of cable,0.32,0,0,2,1,0,2,0.16,0,0,0,0
how much is 1000 feet of cat cat6 cable,0.47,0,0,1,2,0,0.5,0.47,0,0,0,0
how much is 500 feet of cable,0.2,0,0,1,1,0,1,0.2,0,0,0,0
how much is a 500 foot roll of rg6,0.03,0,0,1,1,0,1,0.03,0,0,0,0
how much is a box of cat5 cable,0.3,0,0,1,9,0,0.11,0.3,0,0,0,0
how much is a rg6 spool,0.38,0,0,1,2,0,0.5,0.38,0,0,0,0
how much is a roll of coax cable,0.39,0,0,1,3,0,0.33,0.39,0,0,0,0
how much is a roll of coax cable,0.16,0,0,1,4,0,0.25,0.16,0,0,0,0
how much is a roll of rg6 cable,0.12,0,0,1,2,0,0.5,0.12,0,0,0,0
how much is a roll of rg6 cable,0.28,0,0,1,2,0,0.5,0.28,0,0,0,0
how much is a spool of cable wire,0.42,0,0,1,1,0,1,0.42,0,0,0,0
how much is a spool of coaxial cable,0.5,0,0,1,1,0,1,0.5,0,0,0,0
how much is a spool of coaxial cable,0.22,0,0,1,1,0,1,0.22,0,0,0,0
how much is cat 5 cable,0.21,0,0,1,8,0,0.13,0.21,0,0,0,0
how much is cat 6 coaxial,0.41,0,0,1,2,0,0.5,0.41,0,0,0,0
how much is cat5 per foot,0.31,0,0,1,6,0,0.17,0.31,0,0,0,0
how much is cat6 cable per foot,0.36,0,0,1,13,0,0.08,0.36,0,0,0,0
how much is speaker wire,0.58,0,0,1,6,0,0.17,0.58,0,0,0,0
how to connect wire to solar panel,0.44,0,0,1,1,0,1,0.44,0,0,0,0
how to trace electrical wire,0.18,0,0,1,4,0,0.25,0.18,0,0,0,0
hq speakers wir,0.46,0,0,1,1,0,1,0.46,0,0,0,0
hyperline cat5e,0.24,0,0,1,3,0,0.33,0.24,0,0,0,0
ideal circuit tracer,1.41,0,0,3,100,0,0.03,0.47,0,0,0,0
ideal wire tracer,0.47,0,0,1,7,0,0.14,0.47,0,0,0,0
image of a spool,0.05,0,0,1,4,0,0.25,0.05,0,0,0,0
in wall 14 gauge speaker wire,0.4,0,0,1,6,0,0.17,0.4,0,0,0,0
in wall cat6 cable cm,0.51,0,0,1,1,0,1,0.51,0,0,0,0
in wall rated cat6 cable,0.62,0,0,1,6,0,0.17,0.62,0,0,0,0
in wall speaker wire 14 gauge,0.47,0,0,1,3,0,0.33,0.47,0,0,0,0
jacketed speaker wire,0.43,0,0,1,1,0,1,0.43,0,0,0,0
lan cables 250,0.45,0,0,1,1,0,1,0.45,0,0,0,0
light ble cat5e bulk cable,0.36,0,0,1,1,0,1,0.36,0,0,0,0
line toner tester,0.49,0,0,1,1,0,1,0.49,0,0,0,0
long cat5 cable,0.52,0,0,1,4,0,0.25,0.52,0,0,0,0
long coax cable,0.72,0,0,2,28,0,0.07,0.36,0,0,0,0
long coaxial cable,1.36,0,0,3,169,0,0.02,0.45,0,0,0,0
low voltage cat 5 wiring,0.56,0,0,2,4,0,0.5,0.28,0,0,0,0
lowes cat5e,0.34,0,0,1,26,0,0.04,0.34,0,0,0,0
lowest price bulk solid copper rg6 cable,0.53,0,0,1,1,0,1,0.53,0,0,0,0
messenger cable cat5e ground,0.15,0,0,1,1,0,1,0.15,0,0,0,0
model number 30015,0.49,0,0,1,1,0,1,0.49,0,0,0,0
most current coaxial cable,0.18,0,0,2,2,0,1,0.09,0,0,0,0
music cable bulk,0.48,0,0,1,2,0,0.5,0.48,0,0,0,0
network cable and coaxial siamese,0.43,0,0,1,1,0,1,0.43,0,0,0,0
network cable bulk,0.64,0,0,1,5,0,0.2,0.64,0,0,0,0
network cable outdoor 1000 ft,0.55,0,0,1,1,0,1,0.55,0,0,0,0
network crimping tool,0.5,0,0,1,6,0,0.17,0.5,0,0,0,0
network line toner,0.48,0,0,1,1,0,1,0.48,0,0,0,0
network toner and probe kit,0.45,0,0,1,1,0,1,0.45,0,0,0,0
network toner and tester,0.6,0,0,1,1,0,1,0.6,0,0,0,0
network wire heads best buy,0.49,0,0,1,1,0,1,0.49,0,0,0,0
ofc 14 gauge wire,0.24,0,0,1,2,0,0.5,0.24,0,0,0,0
ofc copper speaker wire,0.53,0,0,1,6,0,0.17,0.53,0,0,0,0
ofc speaker wire,1.41,0,0,3,134,0,0.02,0.47,0,0,0,0
ofc wire,0.49,0,0,1,22,0,0.05,0.49,0,0,0,0
ofc wire speaker,0.5,0,0,1,7,0,0.14,0.5,0,0,0,0
ofcc speaker wire,0.23,0,0,1,2,0,0.5,0.23,0,0,0,0
outdoor burial directv coax,0.19,0,0,1,1,0,1,0.19,0,0,0,0
outdoor cable cat5e 250ft,0.54,0,0,1,1,0,1,0.54,0,0,0,0
outdoor cat 5 bulk white,0.48,0,0,1,1,0,1,0.48,0,0,0,0
outdoor cat5 cable white,0.47,0,0,1,3,0,0.33,0.47,0,0,0,0
outdoor cat5 cable with messenger,0.35,0,0,1,1,0,1,0.35,0,0,0,0
outdoor cat5e,0.44,0,0,1,2,0,0.5,0.44,0,0,0,0
outdoor cat5e,0.5,0,0,1,26,0,0.04,0.5,0,0,0,0
outdoor cat5e cable,0.5,0,0,1,3,0,0.33,0.5,0,0,0,0
outdoor cat5e cable,0.48,0,0,1,5,0,0.2,0.48,0,0,0,0
outdoor cat5e sewell,0.39,0,0,1,1,0,1,0.39,0,0,0,0
outdoor cat5e sewell,0.01,0,0,1,2,0,0.5,0.01,0,0,0,0
outdoor cat5e shielded,0.47,0,0,1,4,0,0.25,0.47,0,0,0,0
outdoor cat6 cable,0.64,0,0,1,22,0,0.05,0.64,0,0,0,0
outdoor cat6 cable white,1.16,0,0,2,2,0,1,0.58,0,0,0,0
outdoor coax cable,0.56,0,0,1,8,0,0.13,0.56,0,0,0,0
outdoor coax cables,0.43,0,0,1,1,0,1,0.43,0,0,0,0
outdoor coaxial cable,0.35,0,0,1,68,0,0.01,0.35,0,0,0,0
outdoor ethernet cable,1.86,0,0,3,144,0,0.02,0.62,0,0,0,0
outdoor rated cat5e,1.32,0,0,3,63,0,0.05,0.44,0,0,0,0
outdoor rated cat6 cable,0.48,0,0,1,2,0,0.5,0.48,0,0,0,0
outdoor uv rated cat5e,0.47,0,0,1,3,0,0.33,0.47,0,0,0,0
oxygen audio speakers wiring,0.64,0,0,2,1,0,2,0.32,0,0,0,0
oxygen free copper speaker wire,1.43,0,0,3,16,0,0.19,0.48,0,0,0,0
oxygen free speaker cable,0.47,0,0,1,8,0,0.13,0.47,0,0,0,0
oxygen free speaker wire,0.85,0,0,2,52,0,0.04,0.42,0,0,0,0
oxygen free wire,0.47,0,0,1,7,0,0.14,0.47,0,0,0,0
pano solar wire,0.42,0,0,1,1,0,1,0.42,0,0,0,0
panol solar wire,0.78,0,0,2,1,0,2,0.39,0,0,0,0
pansat rg6,0.45,0,0,2,2,0,1,0.22,0,0,0,0
phone line tester,0.96,0,0,2,56,0,0.04,0.48,0,0,0,0
phone line wiring tracing,0.43,0,0,1,2,0,0.5,0.43,0,0,0,0
phone toner waund,0.43,0,0,1,1,0,1,0.43,0,0,0,0
photovoltaic cable,0.49,0,0,1,3,0,0.33,0.49,0,0,0,0
pictures pf coaxial cable,0.08,0,0,1,1,0,1,0.08,0,0,0,0
plenum rated cat5e shielded cable gray,0.4,0,0,1,1,0,1,0.4,0,0,0,0
plugs and wires for chuchero box,0.38,0,0,1,4,0,0.25,0.38,0,0,0,0
posable black wire,0.19,0,0,1,1,0,1,0.19,0,0,0,0
powered security camera rg59,0.47,0,0,1,1,0,1,0.47,0,0,0,0
premium rg6 coaxial cable,0.43,0,0,1,1,0,1,0.43,0,0,0,0
price list of braid in bundles,0.33,0,0,1,1,0,1,0.33,0,0,0,0
price of bulk cat5 cable,0.08,0,0,1,1,0,1,0.08,0,0,0,0
price of coaxial cable,0.23,0,0,1,2,0,0.5,0.23,0,0,0,0
price of rg6 coaxial cable,0.36,0,0,2,1,0,2,0.18,0,0,0,0
price on 500 feet rg6 cable,0.27,0,0,1,1,0,1,0.27,0,0,0,0
price per foot cat5e cable,0.24,0,0,1,1,0,1,0.24,0,0,0,0
price rg6 cable,0.3,0,0,1,2,0,0.5,0.3,0,0,0,0
probe and toner,0.49,0,0,1,2,0,0.5,0.49,0,0,0,0
proper wires for speakers,0.17,0,0,1,1,0,1,0.17,0,0,0,0
pull box of wire,0.49,0,0,1,1,0,1,0.49,0,0,0,0
pull rated purple cat 6,0.14,0,0,1,1,0,1,0.14,0,0,0,0
pulling cat 5 wire,0.21,0,0,1,1,0,1,0.21,0,0,0,0
purchase cat5 cable,0.52,0,0,1,1,0,1,0.52,0,0,0,0
pure copper audio cable,0.32,0,0,1,4,0,0.25,0.32,0,0,0,0
pure copper cat 6 cable,0.5,0,0,1,1,0,1,0.5,0,0,0,0
pure copper cat6,0.28,0,0,1,2,0,0.5,0.28,0,0,0,0
pure copper cat6,0.49,0,0,1,3,0,0.33,0.49,0,0,0,0
pure copper outdoor cat5,0.58,0,0,2,1,0,2,0.29,0,0,0,0
pure copper rg6,0.06,0,0,2,2,0,1,0.03,0,0,0,0
pure copper rg6 coax,0.12,0,0,1,1,0,1,0.12,0,0,0,0
pure copper speaker wire,1.07,0,0,3,26,0,0.12,0.36,0,0,0,0
pure speaker,0.59,0,0,1,17,0,0.06,0.59,0,0,0,0
pure speakers,0.33,0,0,1,27,0,0.04,0.33,0,0,0,0
purerun 1000 uv,0.2,0,0,1,1,0,1,0.2,0,0,0,0
purerun 1000 uv,0.26,114.14,1,1,1,439,1,0.26,0,0.26,1,0
purerun bulk cat6 cable 250 ft pure copper utp cm 23 awg pull box blue,0.01,0,0,1,1,0,1,0.01,0,0,0,0
purerun by sewell cat5e bulk cable,0.01,0,0,1,1,0,1,0.01,0,0,0,0
purpe cat6 1000ft,0.22,0,0,1,1,0,1,0.22,0,0,0,0
pv cable,0.46,0,0,1,62,0,0.02,0.46,0,0,0,0
pv solar wire,0.48,0,0,1,5,0,0.2,0.48,0,0,0,0
pv wire,1.58,0,0,4,368,0,0.01,0.4,0,0,0,0
pv wire gauge,0.41,0,0,1,1,0,1,0.41,0,0,0,0
quality cat 5 wire,0.11,0,0,1,1,0,1,0.11,0,0,0,0
quality coaxial cable,0.57,0,0,2,21,0,0.1,0.28,0,0,0,0
r 6 antenna wire,0.44,0,0,1,1,0,1,0.44,0,0,0,0
r 6 cable,0.36,0,0,1,3,0,0.33,0.36,0,0,0,0
r59 cable,0.43,0,0,1,6,0,0.17,0.43,0,0,0,0
r59 cable,0.95,0,0,2,12,0,0.17,0.48,0,0,0,0
r59 security camera cable,0.28,0,0,1,1,0,1,0.28,0,0,0,0
r6 cable,0.45,0,0,1,1,0,1,0.45,0,0,0,0
r6 cable,3.22,0,0,7,225,0,0.03,0.46,0,0,0,0
r6 cable 1000 ft spool,0.32,0,0,1,1,0,1,0.32,0,0,0,0
r6 cable roll,0.16,0,0,1,1,0,1,0.16,0,0,0,0
r6 cable wire,1.13,0,0,3,3,0,1,0.38,0,0,0,0
r6 coax,0.5,0,0,1,7,0,0.14,0.5,0,0,0,0
r6 coaxial cable,0.53,0,0,3,56,0,0.05,0.18,0,0,0,0
r6 video cable,0.25,0,0,1,1,0,1,0.25,0,0,0,0
raw cable,0.48,0,0,1,1,0,1,0.48,0,0,0,0
raw cat5e,0.52,0,0,1,1,0,1,0.52,0,0,0,0
red cross over cable 1000,0.48,0,0,1,1,0,1,0.48,0,0,0,0
review 350mhz cmr utp solid cat5e uv,0.49,0,0,1,1,0,1,0.49,0,0,0,0
rf cable & audio cable,0.5,0,0,1,1,0,1,0.5,0,0,0,0
